"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Jordan","Share in Agricultural land","1977","%","29.34",""
"Jordan","Share in Agricultural land","1976","%","29.27",""
"Jordan","Share in Agricultural land","1975","%","29.15",""
"Jordan","Share in Agricultural land","1974","%","29.08",""
"Jordan","Share in Agricultural land","1973","%","28.83",""
"Jordan","Share in Agricultural land","1972","%","28.76",""
"Jordan","Share in Agricultural land","1971","%","28.51",""
"Jordan","Share in Agricultural land","1970","%","28.44",""
"Jordan","Share in Agricultural land","1969","%","28.18",""
"Jordan","Share in Agricultural land","1968","%","28.12",""
"Jordan","Share in Agricultural land","1967","%","27.99",""
"Jordan","Share in Agricultural land","1966","%","27.79",""
"Jordan","Share in Agricultural land","1965","%","27.66",""
"Jordan","Share in Agricultural land","1964","%","27.59",""
"Jordan","Share in Agricultural land","1963","%","27.32",""
"Jordan","Share in Agricultural land","1962","%","27.26",""
"Jordan","Share in Agricultural land","1961","%","27.12",""
"Jordan","Share in Land area","2021","%","3.16",""
"Jordan","Share in Land area","2020","%","3.23",""
"Jordan","Share in Land area","2019","%","3.32",""
"Jordan","Share in Land area","2018","%","3.15",""
"Jordan","Share in Land area","2017","%","2.98",""
"Jordan","Share in Land area","2016","%","3.65",""
"Jordan","Share in Land area","2015","%","3.54",""
"Jordan","Share in Land area","2014","%","3.63",""
"Jordan","Share in Land area","2013","%","3.54",""
"Jordan","Share in Land area","2012","%","3.41",""
"Jordan","Share in Land area","2011","%","2.94",""
"Jordan","Share in Land area","2010","%","2.93",""
"Jordan","Share in Land area","2009","%","3.19",""
"Jordan","Share in Land area","2008","%","2.61",""
"Jordan","Share in Land area","2007","%","2.51",""
"Jordan","Share in Land area","2006","%","3.13",""
"Jordan","Share in Land area","2005","%","3.07",""
"Jordan","Share in Land area","2004","%","3.34",""
"Jordan","Share in Land area","2003","%","2.98",""
"Jordan","Share in Land area","2002","%","3.21",""
"Jordan","Share in Land area","2001","%","3.17",""
"Jordan","Share in Land area","2000","%","3.15",""
"Jordan","Share in Land area","1999","%","3.13",""
"Jordan","Share in Land area","1998","%","3.12",""
"Jordan","Share in Land area","1997","%","3.06",""
"Jordan","Share in Land area","1996","%","2.95",""
"Jordan","Share in Land area","1995","%","3.66",""
"Jordan","Share in Land area","1994","%","3.18",""
"Jordan","Share in Land area","1993","%","3.39",""
"Jordan","Share in Land area","1992","%","3.74",""
"Jordan","Share in Land area","1991","%","2.49",""
"Jordan","Share in Land area","1990","%","2.82",""
"Jordan","Share in Land area","1989","%","4.07",""
"Jordan","Share in Land area","1988","%","4.24",""
"Jordan","Share in Land area","1987","%","4.14",""
"Jordan","Share in Land area","1986","%","3.79",""
"Jordan","Share in Land area","1985","%","3.70",""
"Jordan","Share in Land area","1984","%","2.94",""
"Jordan","Share in Land area","1983","%","3.93",""
"Jordan","Share in Land area","1982","%","3.79",""
"Jordan","Share in Land area","1981","%","3.71",""
"Jordan","Share in Land area","1980","%","3.82",""
"Jordan","Share in Land area","1979","%","3.80",""
"Jordan","Share in Land area","1978","%","3.76",""
"Jordan","Share in Land area","1977","%","3.72",""
"Jordan","Share in Land area","1976","%","3.71",""
"Jordan","Share in Land area","1975","%","3.68",""
"Jordan","Share in Land area","1974","%","3.67",""
"Jordan","Share in Land area","1973","%","3.63",""
"Jordan","Share in Land area","1972","%","3.62",""
"Jordan","Share in Land area","1971","%","3.57",""
"Jordan","Share in Land area","1970","%","3.56",""
"Jordan","Share in Land area","1969","%","3.51",""
"Jordan","Share in Land area","1968","%","3.50",""
"Jordan","Share in Land area","1967","%","3.48",""
"Jordan","Share in Land area","1966","%","3.45",""
"Jordan","Share in Land area","1965","%","3.42",""
"Jordan","Share in Land area","1964","%","3.41",""
"Jordan","Share in Land area","1963","%","3.37",""
"Jordan","Share in Land area","1962","%","3.35",""
"Jordan","Share in Land area","1961","%","3.33",""
"Jordan","Area per capita","2021","ha/cap","0.03",""
"Jordan","Area per capita","2020","ha/cap","0.03",""
"Jordan","Area per capita","2019","ha/cap","0.03",""
"Jordan","Area per capita","2018","ha/cap","0.03",""
"Jordan","Area per capita","2017","ha/cap","0.03",""
"Jordan","Area per capita","2016","ha/cap","0.03",""
"Jordan","Area per capita","2015","ha/cap","0.03",""
"Jordan","Area per capita","2014","ha/cap","0.04",""
"Jordan","Area per capita","2013","ha/cap","0.04",""
"Jordan","Area per capita","2012","ha/cap","0.04",""
"Jordan","Area per capita","2011","ha/cap","0.04",""
"Jordan","Area per capita","2010","ha/cap","0.04",""
"Jordan","Area per capita","2009","ha/cap","0.04",""
"Jordan","Area per capita","2008","ha/cap","0.03",""
"Jordan","Area per capita","2007","ha/cap","0.03",""
"Jordan","Area per capita","2006","ha/cap","0.05",""
"Jordan","Area per capita","2005","ha/cap","0.05",""
"Jordan","Area per capita","2004","ha/cap","0.05",""
"Jordan","Area per capita","2003","ha/cap","0.05",""
"Jordan","Area per capita","2002","ha/cap","0.05",""
"Jordan","Area per capita","2001","ha/cap","0.05",""
"Jordan","Area per capita","2000","ha/cap","0.06",""
"Jordan","Area per capita","1999","ha/cap","0.06",""
"Jordan","Area per capita","1998","ha/cap","0.06",""
"Jordan","Area per capita","1997","ha/cap","0.06",""
"Jordan","Area per capita","1996","ha/cap","0.06",""
"Jordan","Area per capita","1995","ha/cap","0.07",""
"Jordan","Area per capita","1994","ha/cap","0.07",""
"Jordan","Area per capita","1993","ha/cap","0.07",""
"Jordan","Area per capita","1992","ha/cap","0.09",""
"Jordan","Area per capita","1991","ha/cap","0.06",""
"Jordan","Area per capita","1990","ha/cap","0.07",""
"Jordan","Area per capita","1989","ha/cap","0.11",""
"Jordan","Area per capita","1988","ha/cap","0.12",""
"Jordan","Area per capita","1987","ha/cap","0.12",""
"Jordan","Area per capita","1986","ha/cap","0.12",""
"Jordan","Area per capita","1985","ha/cap","0.12",""
"Jordan","Area per capita","1984","ha/cap","0.10",""
"Jordan","Area per capita","1983","ha/cap","0.14",""
"Jordan","Area per capita","1982","ha/cap","0.14",""
"Jordan","Area per capita","1981","ha/cap","0.14",""
"Jordan","Area per capita","1980","ha/cap","0.15",""
"Jordan","Area per capita","1979","ha/cap","0.16",""
"Jordan","Area per capita","1978","ha/cap","0.16",""
"Jordan","Area per capita","1977","ha/cap","0.16",""
"Jordan","Area per capita","1976","ha/cap","0.17",""
"Jordan","Area per capita","1975","ha/cap","0.17",""
"Jordan","Area per capita","1974","ha/cap","0.18",""
"Jordan","Area per capita","1973","ha/cap","0.18",""
"Jordan","Area per capita","1972","ha/cap","0.19",""
"Jordan","Area per capita","1971","ha/cap","0.19",""
"Jordan","Area per capita","1970","ha/cap","0.20",""
"Jordan","Area per capita","1969","ha/cap","0.21",""
"Jordan","Area per capita","1968","ha/cap","0.23",""
"Jordan","Area per capita","1967","ha/cap","0.24",""
"Jordan","Area per capita","1966","ha/cap","0.26",""
"Jordan","Area per capita","1965","ha/cap","0.28",""
"Jordan","Area per capita","1964","ha/cap","0.29",""
"Jordan","Area per capita","1963","ha/cap","0.30",""
"Jordan","Area per capita","1962","ha/cap","0.32",""
"Jordan","Area per capita","1961","ha/cap","0.33",""
"Kazakhstan","Area","2021","1000 ha","29801.70",""
"Kazakhstan","Area","2020","1000 ha","29685.20",""
"Kazakhstan","Area","2019","1000 ha","29510.30",""
"Kazakhstan","Area","2018","1000 ha","29880.00",""
"Kazakhstan","Area","2017","1000 ha","29789.00",""
"Kazakhstan","Area","2016","1000 ha","29774.20",""
"Kazakhstan","Area","2015","1000 ha","29733.10",""
"Kazakhstan","Area","2014","1000 ha","29602.20",""
"Kazakhstan","Area","2013","1000 ha","29526.20",""
"Kazakhstan","Area","2012","1000 ha","29459.70",""
"Kazakhstan","Area","2011","1000 ha","29297.80",""
"Kazakhstan","Area","2010","1000 ha","28800.10",""
"Kazakhstan","Area","2009","1000 ha","28735.60",""
"Kazakhstan","Area","2008","1000 ha","28634.80",""
"Kazakhstan","Area","2007","1000 ha","28755.60",""
"Kazakhstan","Area","2006","1000 ha","28731.50",""
"Kazakhstan","Area","2005","1000 ha","28678.00",""
"Kazakhstan","Area","2004","1000 ha","28598.50",""
"Kazakhstan","Area","2003","1000 ha","28465.40",""
"Kazakhstan","Area","2002","1000 ha","28468.90",""
"Kazakhstan","Area","2001","1000 ha","29485.60",""
"Kazakhstan","Area","2000","1000 ha","30295.30",""
"Kazakhstan","Area","1999","1000 ha","32195.30",""
"Kazakhstan","Area","1998","1000 ha","32294.80",""
"Kazakhstan","Area","1997","1000 ha","32691.80",""
"Kazakhstan","Area","1996","1000 ha","33147.60",""
"Kazakhstan","Area","1995","1000 ha","34860.50",""
"Kazakhstan","Area","1994","1000 ha","34828.00",""
"Kazakhstan","Area","1993","1000 ha","35185.00",""
"Kazakhstan","Area","1992","1000 ha","35201.00",""
"Kazakhstan","Share in Agricultural land","2021","%","13.94",""
"Kazakhstan","Share in Agricultural land","2020","%","13.87",""
"Kazakhstan","Share in Agricultural land","2019","%","13.79",""
"Kazakhstan","Share in Agricultural land","2018","%","13.83",""
"Kazakhstan","Share in Agricultural land","2017","%","13.78",""
"Kazakhstan","Share in Agricultural land","2016","%","13.77",""
"Kazakhstan","Share in Agricultural land","2015","%","13.75",""
"Kazakhstan","Share in Agricultural land","2014","%","13.65",""
"Kazakhstan","Share in Agricultural land","2013","%","13.61",""
"Kazakhstan","Share in Agricultural land","2012","%","13.58",""
"Kazakhstan","Share in Agricultural land","2011","%","13.50",""
"Kazakhstan","Share in Agricultural land","2010","%","13.26",""
"Kazakhstan","Share in Agricultural land","2009","%","13.63",""
"Kazakhstan","Share in Agricultural land","2008","%","13.58",""
"Kazakhstan","Share in Agricultural land","2007","%","13.60",""
"Kazakhstan","Share in Agricultural land","2006","%","13.56",""
"Kazakhstan","Share in Agricultural land","2005","%","13.51",""
"Kazakhstan","Share in Agricultural land","2004","%","13.45",""
"Kazakhstan","Share in Agricultural land","2003","%","13.36",""
"Kazakhstan","Share in Agricultural land","2002","%","13.34",""
"Kazakhstan","Share in Agricultural land","2001","%","13.75",""
"Kazakhstan","Share in Agricultural land","2000","%","14.07",""
"Kazakhstan","Share in Agricultural land","1999","%","14.97",""
"Kazakhstan","Share in Agricultural land","1998","%","15.00",""
"Kazakhstan","Share in Agricultural land","1997","%","15.16",""
"Kazakhstan","Share in Agricultural land","1996","%","15.38",""
"Kazakhstan","Share in Agricultural land","1995","%","16.05",""
"Kazakhstan","Share in Agricultural land","1994","%","15.71",""
"Kazakhstan","Share in Agricultural land","1993","%","15.87",""
"Kazakhstan","Share in Agricultural land","1992","%","15.89",""
"Kazakhstan","Share in Land area","2021","%","11.04",""
"Kazakhstan","Share in Land area","2020","%","11.00",""
"Kazakhstan","Share in Land area","2019","%","10.93",""
"Kazakhstan","Share in Land area","2018","%","11.07",""
"Kazakhstan","Share in Land area","2017","%","11.03",""
"Kazakhstan","Share in Land area","2016","%","11.03",""
"Kazakhstan","Share in Land area","2015","%","11.01",""
"Kazakhstan","Share in Land area","2014","%","10.96",""
"Kazakhstan","Share in Land area","2013","%","10.94",""
"Kazakhstan","Share in Land area","2012","%","10.91",""
"Kazakhstan","Share in Land area","2011","%","10.85",""
"Kazakhstan","Share in Land area","2010","%","10.67",""
"Kazakhstan","Share in Land area","2009","%","10.64",""
"Kazakhstan","Share in Land area","2008","%","10.61",""
"Kazakhstan","Share in Land area","2007","%","10.65",""
"Kazakhstan","Share in Land area","2006","%","10.64",""
"Kazakhstan","Share in Land area","2005","%","10.62",""
"Kazakhstan","Share in Land area","2004","%","10.59",""
"Kazakhstan","Share in Land area","2003","%","10.54",""
"Kazakhstan","Share in Land area","2002","%","10.55",""
"Kazakhstan","Share in Land area","2001","%","10.92",""
"Kazakhstan","Share in Land area","2000","%","11.22",""
"Kazakhstan","Share in Land area","1999","%","11.93",""
"Kazakhstan","Share in Land area","1998","%","11.96",""
"Kazakhstan","Share in Land area","1997","%","12.11",""
"Kazakhstan","Share in Land area","1996","%","12.28",""
"Kazakhstan","Share in Land area","1995","%","12.91",""
"Kazakhstan","Share in Land area","1994","%","12.90",""
"Kazakhstan","Share in Land area","1993","%","13.03",""
"Kazakhstan","Share in Land area","1992","%","13.04",""
"Kazakhstan","Area per capita","2021","ha/cap","1.55",""
"Kazakhstan","Area per capita","2020","ha/cap","1.56",""
"Kazakhstan","Area per capita","2019","ha/cap","1.57",""
"Kazakhstan","Area per capita","2018","ha/cap","1.61",""
"Kazakhstan","Area per capita","2017","ha/cap","1.63",""
"Kazakhstan","Area per capita","2016","ha/cap","1.65",""
"Kazakhstan","Area per capita","2015","ha/cap","1.67",""
"Kazakhstan","Area per capita","2014","ha/cap","1.68",""
"Kazakhstan","Area per capita","2013","ha/cap","1.70",""
"Kazakhstan","Area per capita","2012","ha/cap","1.72",""
"Kazakhstan","Area per capita","2011","ha/cap","1.74",""
"Kazakhstan","Area per capita","2010","ha/cap","1.73",""
"Kazakhstan","Area per capita","2009","ha/cap","1.75",""
"Kazakhstan","Area per capita","2008","ha/cap","1.77",""
"Kazakhstan","Area per capita","2007","ha/cap","1.80",""
"Kazakhstan","Area per capita","2006","ha/cap","1.82",""
"Kazakhstan","Area per capita","2005","ha/cap","1.83",""
"Kazakhstan","Area per capita","2004","ha/cap","1.84",""
"Kazakhstan","Area per capita","2003","ha/cap","1.85",""
"Kazakhstan","Area per capita","2002","ha/cap","1.86",""
"Kazakhstan","Area per capita","2001","ha/cap","1.93",""
"Kazakhstan","Area per capita","2000","ha/cap","1.99",""
"Kazakhstan","Area per capita","1999","ha/cap","2.11",""
"Kazakhstan","Area per capita","1998","ha/cap","2.09",""
"Kazakhstan","Area per capita","1997","ha/cap","2.07",""
"Kazakhstan","Area per capita","1996","ha/cap","2.05",""
"Kazakhstan","Area per capita","1995","ha/cap","2.12",""
"Kazakhstan","Area per capita","1994","ha/cap","2.08",""
"Kazakhstan","Area per capita","1993","ha/cap","2.07",""
"Kazakhstan","Area per capita","1992","ha/cap","2.07",""
"Kenya","Area","2021","1000 ha","6410.00",""
"Kenya","Area","2020","1000 ha","6410.00",""
"Kenya","Area","2019","1000 ha","6410.00",""
"Kenya","Area","2018","1000 ha","6399.00",""
"Kenya","Area","2017","1000 ha","6388.00",""
"Kenya","Area","2016","1000 ha","6377.00",""
"Kenya","Area","2015","1000 ha","6366.00",""
"Kenya","Area","2014","1000 ha","6354.00",""
"Kenya","Area","2013","1000 ha","6343.00",""
"Kenya","Area","2012","1000 ha","6332.00",""
"Kenya","Area","2011","1000 ha","6321.00",""
"Kenya","Area","2010","1000 ha","6010.00",""
"Kenya","Area","2009","1000 ha","5985.00",""
"Kenya","Area","2008","1000 ha","5785.00",""
"Kenya","Area","2007","1000 ha","5770.00",""
"Kenya","Area","2006","1000 ha","5754.00",""
"Kenya","Area","2005","1000 ha","5702.00",""
"Kenya","Area","2004","1000 ha","5692.00",""
"Kenya","Area","2003","1000 ha","5574.00",""
"Kenya","Area","2002","1000 ha","5518.00",""
"Kenya","Area","2001","1000 ha","5539.00",""
"Kenya","Area","2000","1000 ha","5371.00",""
"Kenya","Area","1999","1000 ha","5576.00",""
"Kenya","Area","1998","1000 ha","5158.00",""
"Kenya","Area","1997","1000 ha","5294.00",""
"Kenya","Area","1996","1000 ha","5151.00",""
"Kenya","Area","1995","1000 ha","5918.00",""
"Kenya","Area","1994","1000 ha","5932.00",""
"Kenya","Area","1993","1000 ha","5540.00",""
"Kenya","Area","1992","1000 ha","5772.00",""
"Kenya","Area","1991","1000 ha","5577.00",""
"Kenya","Area","1990","1000 ha","5470.00",""
"Kenya","Area","1989","1000 ha","5753.00",""
"Kenya","Area","1988","1000 ha","5362.00",""
"Kenya","Area","1987","1000 ha","5135.00",""
"Kenya","Area","1986","1000 ha","5073.00",""
"Kenya","Area","1985","1000 ha","5054.00",""
"Kenya","Area","1984","1000 ha","4205.00",""
"Kenya","Area","1983","1000 ha","4280.00",""
"Kenya","Area","1982","1000 ha","4280.00",""
"Kenya","Area","1981","1000 ha","4280.00",""
"Kenya","Area","1980","1000 ha","4280.00",""
"Kenya","Area","1979","1000 ha","4280.00",""
"Kenya","Area","1978","1000 ha","4280.00",""
"Kenya","Area","1977","1000 ha","4280.00",""
"Kenya","Area","1976","1000 ha","4278.00",""
"Kenya","Area","1975","1000 ha","4272.00",""
"Kenya","Area","1974","1000 ha","3965.00",""
"Kenya","Area","1973","1000 ha","3960.00",""
"Kenya","Area","1972","1000 ha","3955.00",""
"Kenya","Area","1971","1000 ha","3950.00",""
"Kenya","Area","1970","1000 ha","3945.00",""
"Kenya","Area","1969","1000 ha","3940.00",""
"Kenya","Area","1968","1000 ha","3935.00",""
"Kenya","Area","1967","1000 ha","3930.00",""
"Kenya","Area","1966","1000 ha","3925.00",""
"Kenya","Area","1965","1000 ha","3920.00",""
"Kenya","Area","1964","1000 ha","3915.00",""
"Kenya","Area","1963","1000 ha","3910.00",""
"Kenya","Area","1962","1000 ha","3905.00",""
"Kenya","Area","1961","1000 ha","3900.00",""
"Kenya","Share in Agricultural land","2021","%","23.13",""
"Kenya","Share in Agricultural land","2020","%","23.13",""
"Kenya","Share in Agricultural land","2019","%","23.13",""
"Kenya","Share in Agricultural land","2018","%","23.10",""
"Kenya","Share in Agricultural land","2017","%","23.07",""
"Kenya","Share in Agricultural land","2016","%","23.04",""
"Kenya","Share in Agricultural land","2015","%","23.01",""
"Kenya","Share in Agricultural land","2014","%","22.98",""
"Kenya","Share in Agricultural land","2013","%","22.95",""
"Kenya","Share in Agricultural land","2012","%","22.92",""
"Kenya","Share in Agricultural land","2011","%","22.88",""
"Kenya","Share in Agricultural land","2010","%","22.01",""
"Kenya","Share in Agricultural land","2009","%","21.94",""
"Kenya","Share in Agricultural land","2008","%","21.36",""
"Kenya","Share in Agricultural land","2007","%","21.32",""
"Kenya","Share in Agricultural land","2006","%","21.27",""
"Kenya","Share in Agricultural land","2005","%","21.12",""
"Kenya","Share in Agricultural land","2004","%","21.09",""
"Kenya","Share in Agricultural land","2003","%","20.74",""
"Kenya","Share in Agricultural land","2002","%","20.58",""
"Kenya","Share in Agricultural land","2001","%","20.64",""
"Kenya","Share in Agricultural land","2000","%","20.14",""
"Kenya","Share in Agricultural land","1999","%","20.75",""
"Kenya","Share in Agricultural land","1998","%","19.50",""
"Kenya","Share in Agricultural land","1997","%","19.91",""
"Kenya","Share in Agricultural land","1996","%","19.47",""
"Kenya","Share in Agricultural land","1995","%","21.74",""
"Kenya","Share in Agricultural land","1994","%","21.78",""
"Kenya","Share in Agricultural land","1993","%","20.64",""
"Kenya","Share in Agricultural land","1992","%","21.32",""
"Kenya","Share in Agricultural land","1991","%","20.75",""
"Kenya","Share in Agricultural land","1990","%","20.43",""
"Kenya","Share in Agricultural land","1989","%","21.27",""
"Kenya","Share in Agricultural land","1988","%","20.11",""
"Kenya","Share in Agricultural land","1987","%","19.43",""
"Kenya","Share in Agricultural land","1986","%","19.24",""
"Kenya","Share in Agricultural land","1985","%","19.18",""
"Kenya","Share in Agricultural land","1984","%","16.49",""
"Kenya","Share in Agricultural land","1983","%","16.73",""
"Kenya","Share in Agricultural land","1982","%","16.73",""
"Kenya","Share in Agricultural land","1981","%","16.73",""
"Kenya","Share in Agricultural land","1980","%","16.73",""
"Kenya","Share in Agricultural land","1979","%","16.73",""
"Kenya","Share in Agricultural land","1978","%","16.73",""
"Kenya","Share in Agricultural land","1977","%","16.73",""
"Kenya","Share in Agricultural land","1976","%","16.73",""
"Kenya","Share in Agricultural land","1975","%","16.71",""
"Kenya","Share in Agricultural land","1974","%","15.69",""
"Kenya","Share in Agricultural land","1973","%","15.68",""
"Kenya","Share in Agricultural land","1972","%","15.66",""
"Kenya","Share in Agricultural land","1971","%","15.64",""
"Kenya","Share in Agricultural land","1970","%","15.63",""
"Kenya","Share in Agricultural land","1969","%","15.61",""
"Kenya","Share in Agricultural land","1968","%","15.59",""
"Kenya","Share in Agricultural land","1967","%","15.58",""
"Kenya","Share in Agricultural land","1966","%","15.56",""
"Kenya","Share in Agricultural land","1965","%","15.54",""
"Kenya","Share in Agricultural land","1964","%","15.53",""
"Kenya","Share in Agricultural land","1963","%","15.51",""
"Kenya","Share in Agricultural land","1962","%","15.49",""
"Kenya","Share in Agricultural land","1961","%","15.48",""
"Kenya","Share in Land area","2021","%","11.26",""
"Kenya","Share in Land area","2020","%","11.26",""
"Kenya","Share in Land area","2019","%","11.26",""
"Kenya","Share in Land area","2018","%","11.24",""
"Kenya","Share in Land area","2017","%","11.22",""
"Kenya","Share in Land area","2016","%","11.20",""
"Kenya","Share in Land area","2015","%","11.19",""
"Kenya","Share in Land area","2014","%","11.16",""
"Kenya","Share in Land area","2013","%","11.14",""
"Kenya","Share in Land area","2012","%","11.13",""
"Kenya","Share in Land area","2011","%","11.11",""
"Kenya","Share in Land area","2010","%","10.56",""
"Kenya","Share in Land area","2009","%","10.52",""
"Kenya","Share in Land area","2008","%","10.16",""
"Kenya","Share in Land area","2007","%","10.14",""
"Kenya","Share in Land area","2006","%","10.11",""
"Kenya","Share in Land area","2005","%","10.02",""
"Kenya","Share in Land area","2004","%","10.00",""
"Kenya","Share in Land area","2003","%","9.79",""
"Kenya","Share in Land area","2002","%","9.70",""
"Kenya","Share in Land area","2001","%","9.73",""
"Kenya","Share in Land area","2000","%","9.44",""
"Kenya","Share in Land area","1999","%","9.80",""
"Kenya","Share in Land area","1998","%","9.06",""
"Kenya","Share in Land area","1997","%","9.30",""
"Kenya","Share in Land area","1996","%","9.05",""
"Kenya","Share in Land area","1995","%","10.40",""
"Kenya","Share in Land area","1994","%","10.42",""
"Kenya","Share in Land area","1993","%","9.73",""
"Kenya","Share in Land area","1992","%","10.14",""
"Kenya","Share in Land area","1991","%","9.80",""
"Kenya","Share in Land area","1990","%","9.61",""
"Kenya","Share in Land area","1989","%","10.11",""
"Kenya","Share in Land area","1988","%","9.42",""
"Kenya","Share in Land area","1987","%","9.02",""
"Kenya","Share in Land area","1986","%","8.91",""
"Kenya","Share in Land area","1985","%","8.88",""
"Kenya","Share in Land area","1984","%","7.39",""
"Kenya","Share in Land area","1983","%","7.52",""
"Kenya","Share in Land area","1982","%","7.52",""
"Kenya","Share in Land area","1981","%","7.52",""
"Kenya","Share in Land area","1980","%","7.52",""
"Kenya","Share in Land area","1979","%","7.52",""
"Kenya","Share in Land area","1978","%","7.52",""
"Kenya","Share in Land area","1977","%","7.52",""
"Kenya","Share in Land area","1976","%","7.52",""
"Kenya","Share in Land area","1975","%","7.51",""
"Kenya","Share in Land area","1974","%","6.97",""
"Kenya","Share in Land area","1973","%","6.96",""
"Kenya","Share in Land area","1972","%","6.95",""
"Kenya","Share in Land area","1971","%","6.94",""
"Kenya","Share in Land area","1970","%","6.93",""
"Kenya","Share in Land area","1969","%","6.92",""
"Kenya","Share in Land area","1968","%","6.91",""
"Kenya","Share in Land area","1967","%","6.91",""
"Kenya","Share in Land area","1966","%","6.90",""
"Kenya","Share in Land area","1965","%","6.89",""
"Kenya","Share in Land area","1964","%","6.88",""
"Kenya","Share in Land area","1963","%","6.87",""
"Kenya","Share in Land area","1962","%","6.86",""
"Kenya","Share in Land area","1961","%","6.85",""
"Kenya","Area per capita","2021","ha/cap","0.12",""
"Kenya","Area per capita","2020","ha/cap","0.12",""
"Kenya","Area per capita","2019","ha/cap","0.13",""
"Kenya","Area per capita","2018","ha/cap","0.13",""
"Kenya","Area per capita","2017","ha/cap","0.13",""
"Kenya","Area per capita","2016","ha/cap","0.13",""
"Kenya","Area per capita","2015","ha/cap","0.14",""
"Kenya","Area per capita","2014","ha/cap","0.14",""
"Kenya","Area per capita","2013","ha/cap","0.14",""
"Kenya","Area per capita","2012","ha/cap","0.14",""
"Kenya","Area per capita","2011","ha/cap","0.15",""
"Kenya","Area per capita","2010","ha/cap","0.14",""
"Kenya","Area per capita","2009","ha/cap","0.15",""
"Kenya","Area per capita","2008","ha/cap","0.15",""
"Kenya","Area per capita","2007","ha/cap","0.15",""
"Kenya","Area per capita","2006","ha/cap","0.16",""
"Kenya","Area per capita","2005","ha/cap","0.16",""
"Kenya","Area per capita","2004","ha/cap","0.16",""
"Kenya","Area per capita","2003","ha/cap","0.17",""
"Kenya","Area per capita","2002","ha/cap","0.17",""
"Kenya","Area per capita","2001","ha/cap","0.17",""
"Kenya","Area per capita","2000","ha/cap","0.17",""
"Kenya","Area per capita","1999","ha/cap","0.19",""
"Kenya","Area per capita","1998","ha/cap","0.18",""
"Kenya","Area per capita","1997","ha/cap","0.19",""
"Kenya","Area per capita","1996","ha/cap","0.19",""
"Kenya","Area per capita","1995","ha/cap","0.22",""
"Kenya","Area per capita","1994","ha/cap","0.23",""
"Kenya","Area per capita","1993","ha/cap","0.22",""
"Kenya","Area per capita","1992","ha/cap","0.23",""
"Kenya","Area per capita","1991","ha/cap","0.23",""
"Kenya","Area per capita","1990","ha/cap","0.24",""
"Kenya","Area per capita","1989","ha/cap","0.26",""
"Kenya","Area per capita","1988","ha/cap","0.25",""
"Kenya","Area per capita","1987","ha/cap","0.25",""
"Kenya","Area per capita","1986","ha/cap","0.25",""
"Kenya","Area per capita","1985","ha/cap","0.26",""
"Kenya","Area per capita","1984","ha/cap","0.22",""
"Kenya","Area per capita","1983","ha/cap","0.24",""
"Kenya","Area per capita","1982","ha/cap","0.25",""
"Kenya","Area per capita","1981","ha/cap","0.26",""
"Kenya","Area per capita","1980","ha/cap","0.26",""
"Kenya","Area per capita","1979","ha/cap","0.27",""
"Kenya","Area per capita","1978","ha/cap","0.28",""
"Kenya","Area per capita","1977","ha/cap","0.29",""
"Kenya","Area per capita","1976","ha/cap","0.30",""
"Kenya","Area per capita","1975","ha/cap","0.31",""
"Kenya","Area per capita","1974","ha/cap","0.30",""
"Kenya","Area per capita","1973","ha/cap","0.31",""
"Kenya","Area per capita","1972","ha/cap","0.32",""
"Kenya","Area per capita","1971","ha/cap","0.33",""
"Kenya","Area per capita","1970","ha/cap","0.34",""
"Kenya","Area per capita","1969","ha/cap","0.36",""
"Kenya","Area per capita","1968","ha/cap","0.37",""
"Kenya","Area per capita","1967","ha/cap","0.39",""
"Kenya","Area per capita","1966","ha/cap","0.40",""
"Kenya","Area per capita","1965","ha/cap","0.42",""
"Kenya","Area per capita","1964","ha/cap","0.43",""
"Kenya","Area per capita","1963","ha/cap","0.45",""
"Kenya","Area per capita","1962","ha/cap","0.47",""
"Kenya","Area per capita","1961","ha/cap","0.48",""
"Kiribati","Area","2021","1000 ha","34.00",""
"Kiribati","Area","2020","1000 ha","34.00",""
"Kiribati","Area","2019","1000 ha","34.00",""
"Kiribati","Area","2018","1000 ha","34.00",""
"Kiribati","Area","2017","1000 ha","34.00",""
"Kiribati","Area","2016","1000 ha","34.00",""
"Kiribati","Area","2015","1000 ha","34.00",""
"Kiribati","Area","2014","1000 ha","34.00",""
"Kiribati","Area","2013","1000 ha","34.00",""
"Kiribati","Area","2012","1000 ha","34.00",""
"Kiribati","Area","2011","1000 ha","34.00",""
"Kiribati","Area","2010","1000 ha","34.00",""
"Kiribati","Area","2009","1000 ha","34.00",""
"Kiribati","Area","2008","1000 ha","34.00",""
"Kiribati","Area","2007","1000 ha","34.00",""
"Kiribati","Area","2006","1000 ha","34.00",""
"Kiribati","Area","2005","1000 ha","34.00",""
"Kiribati","Area","2004","1000 ha","34.00",""
"Kiribati","Area","2003","1000 ha","34.00",""
"Kiribati","Area","2002","1000 ha","34.00",""
"Kiribati","Area","2001","1000 ha","34.00",""
"Kiribati","Area","2000","1000 ha","34.00",""
"Kiribati","Area","1999","1000 ha","34.00",""
"Kiribati","Area","1998","1000 ha","34.00",""
"Kiribati","Area","1997","1000 ha","37.00",""
"Kiribati","Area","1996","1000 ha","37.00",""
