"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","MACKAR INLET , NT","71080","02402686","1957-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.2","","0.6","","5.9","","11.2","","14.0","","6.4","","0.5","","0.0","","0.0","","18.5","","-9999.9","1"
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","","Maximum Daily Value","mm","0.5","","0.0","","0.0","","3.2","","6.8","","33.0","","35.3","","52.6","","20.1","","4.6","","0.8","","0.0","","52.6","","-9999.9","1"
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196018","","199178","","199181","","198418","","199023","","197623","","197607","","198027","","197107","","198501","","198705","","199181","","-9999","","-9999",""
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.2","","0.6","","10.9","","30.8","","41.3","","13.9","","0.9","","0.0","","0.0","","98.6","","98.6",""
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","HALL BEACH A , NT","71081","02402350","1957-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","29","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ALERT , NT","71082","02400300","1950-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","0.8","","4.8","","1.7","","0.1","","0.0","","0.0","","0.0","","5.3","","-9999.9","1"
"CANADA","ALERT , NT","71082","02400300","1950-1990","","Maximum Daily Value","mm","0.3","","0.0","","0.0","","0.0","","0.2","","18.5","","18.8","","17.0","","1.5","","0.0","","0.0","","0.0","","18.8","","-9999.9","1"
"CANADA","ALERT , NT","71082","02400300","1950-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195823","","199178","","199181","","199180","","198821","","195618","","196826","","195409","","196710","","199181","","199180","","199181","","-9999","","-9999",""
"CANADA","ALERT , NT","71082","02400300","1950-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","1.0","","9.4","","3.8","","0.2","","0.0","","0.0","","0.0","","14.4","","14.4",""
"CANADA","ALERT , NT","71082","02400300","1950-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ALERT , NT","71082","02400300","1950-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","28","","-9999.9","1","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.2","","2.7","","6.2","","7.8","","2.8","","0.3","","0.0","","0.0","","10.7","","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","","Maximum Daily Value","mm","0.3","","0.3","","0.0","","0.0","","3.6","","18.0","","26.4","","37.3","","35.6","","4.6","","1.3","","0.2","","37.3","","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195918","","196524","","199181","","199180","","198818","","197502","","195109","","196020","","195107","","198415","","194801","","197821","","-9999","","-9999",""
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.2","","3.5","","15.0","","22.6","","5.5","","0.4","","0.0","","0.0","","47.2","","47.2",""
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1933-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.8","","3.9","","13.8","","12.1","","7.3","","0.6","","0.0","","0.0","","18.5","","-9999.9","1"
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.0","","17.5","","13.0","","48.0","","45.0","","25.1","","5.6","","0.5","","0.5","","48.0","","-9999.9","1"
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","199180","","197324","","196128","","196308","","197308","","196204","","198415","","196801","","197604","","-9999","","-9999",""
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.8","","6.6","","33.0","","38.8","","15.4","","0.7","","0.0","","0.0","","95.3","","95.3",""
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","LONGSTAFF BLUFF , NT","71091","02402684","1958-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.5","","4.0","","14.9","","16.5","","4.2","","0.0","","0.0","","0.0","","21.6","","-9999.9","1"
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.0","","10.2","","21.4","","36.3","","46.0","","21.8","","0.3","","0.0","","0.0","","46.0","","-9999.9","1"
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","199180","","197324","","198425","","196621","","197020","","196806","","196806","","199180","","199181","","-9999","","-9999",""
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.5","","7.8","","40.9","","54.7","","10.5","","0.0","","0.0","","0.0","","114.4","","114.4",""
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","29","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","DEWAR LAKES , NT","71092","02401030","1958-1990","15","Number of Years used to Calculate Normal","mm","27","","29","","28","","29","","29","","29","","28","","28","","29","","27","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","2.4","","7.5","","8.2","","3.9","","0.5","","0.0","","0.0","","12.1","","-9999.9","1"
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.6","","32.5","","20.3","","26.4","","17.8","","8.6","","0.0","","0.0","","32.5","","-9999.9","1"
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","199180","","198527","","196627","","196621","","196403","","197012","","196806","","199080","","199081","","-9999","","-9999",""
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.0","","3.3","","18.9","","22.2","","8.2","","0.5","","0.0","","0.0","","53.2","","53.1",""
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE HOOPER , NT","71093","02400660","1957-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","29","","30","","30","","30","","29","","29","","29","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","","Mean Daily Value","mm","0.3","","0.2","","0.0","","0.1","","0.6","","4.7","","14.3","","17.7","","8.3","","2.4","","1.1","","0.1","","26.3","","-9999.9","1"
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","","Maximum Daily Value","mm","6.5","","4.1","","0.8","","1.4","","3.4","","20.8","","51.0","","68.8","","49.2","","28.6","","14.5","","1.5","","68.8","","-9999.9","1"
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197709","","196524","","198019","","197909","","198930","","196120","","197922","","195919","","198608","","198015","","196305","","196825","","-9999","","-9999",""
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","","Mean Monthly Value","mm","0.3","","0.2","","0.0","","0.0","","1.0","","8.0","","33.8","","37.5","","16.2","","3.4","","1.3","","0.1","","102.0","","101.8",""
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","29","","30","","29","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.0","","0.3","","3.5","","6.0","","7.2","","2.7","","0.3","","0.0","","0.0","","10.7","","-9999.9","1"
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.0","","8.6","","35.6","","15.0","","25.4","","14.5","","5.1","","0.0","","0.0","","35.6","","-9999.9","1"
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","199180","","197325","","196627","","197226","","195907","","197107","","196805","","199080","","199081","","-9999","","-9999",""
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.0","","0.3","","4.2","","13.2","","14.4","","3.8","","0.4","","0.0","","0.0","","36.2","","36.3",""
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BROUGHTON ISLAND , NT","71096","02400570","1957-1990","15","Number of Years used to Calculate Normal","mm","29","","29","","30","","30","","30","","30","","29","","30","","29","","29","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BREVOORT ISLAND , NT","71097","02400565","1959-1990","","Maximum Daily Value","mm","0.0","","1.3","","0.0","","2.8","","5.3","","40.6","","49.0","","68.3","","35.6","","38.1","","10.2","","2.5","","68.3","","-9999.9","1"
"CANADA","BREVOORT ISLAND , NT","71097","02400565","1959-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","196304","","199181","","196801","","196703","","197408","","196525","","196705","","199104","","196804","","196304","","196716","","-9999","","-9999",""
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","","Mean Daily Value","mm","26.1","","21.4","","18.4","","18.7","","15.2","","13.5","","10.5","","14.8","","22.5","","34.6","","35.2","","28.6","","45.2","","-9999.9","1"
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","","Maximum Daily Value","mm","61.6","","45.8","","41.5","","79.5","","48.3","","39.1","","22.1","","41.0","","48.5","","58.6","","66.2","","65.6","","79.5","","-9999.9","1"
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198325","","198309","","198308","","195215","","195016","","197311","","195730","","199129","","196104","","197831","","198401","","199120","","-9999","","-9999",""
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","","Mean Monthly Value","mm","139.9","","109.2","","96.5","","92.7","","62.3","","57.1","","44.7","","54.3","","94.2","","195.5","","184.4","","158.2","","1289.0","","1289.0",""
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SANDSPIT A , BC","71101","01057050","1945-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","28","","28","","29","","-9999.9","1","-9999.9","1"
"CANADA","WILLIAMS LAKE , BC","71104","01098939","1936-1987","","Maximum Daily Value","mm","2.5","","7.4","","10.7","","21.8","","24.9","","20.1","","29.0","","50.8","","27.4","","22.9","","17.3","","16.5","","50.8","","-9999.9","1"
"CANADA","WILLIAMS LAKE , BC","71104","01098939","1936-1987","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194507","","194507","","194721","","194114","","193918","","193717","","194012","","194525","","194125","","193904","","193708","","194213","","-9999","","-9999",""
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","","Mean Daily Value","mm","72.3","","69.4","","71.4","","47.1","","39.7","","34.5","","28.7","","28.8","","47.5","","69.4","","76.2","","81.9","","117.9","","-9999.9","1"
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","","Maximum Daily Value","mm","174.2","","169.2","","169.7","","126.2","","95.5","","83.2","","98.3","","131.3","","105.9","","154.2","","155.4","","166.4","","174.2","","-9999.9","1"
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196202","","198224","","196915","","198122","","197323","","198711","","197211","","197526","","196816","","196707","","197512","","196229","","-9999","","-9999",""
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","","Mean Monthly Value","mm","405.6","","363.3","","353.7","","240.9","","154.5","","121.7","","82.6","","92.7","","149.5","","387.9","","455.1","","428.3","","3235.8","","3235.8",""
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","TOFINO A , BC","71106","01038205","1942-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","29","","29","","29","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","","Mean Daily Value","mm","24.8","","21.0","","22.2","","21.4","","18.5","","18.3","","15.5","","19.7","","26.1","","33.8","","31.9","","27.1","","43.6","","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","","Maximum Daily Value","mm","56.6","","54.6","","54.4","","59.4","","44.5","","63.5","","47.8","","61.0","","59.2","","59.9","","63.0","","54.6","","63.5","","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197521","","197522","","195222","","197226","","193118","","193008","","194709","","196202","","194628","","195326","","197920","","193006","","-9999","","-9999",""
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","","Mean Monthly Value","mm","156.9","","129.4","","118.8","","109.9","","88.6","","80.8","","61.6","","76.5","","119.0","","196.4","","184.5","","165.0","","1487.4","","1487.4",""
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1925-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","","Mean Daily Value","mm","38.2","","34.1","","29.9","","25.1","","24.2","","21.3","","21.0","","19.5","","26.8","","34.7","","43.8","","40.5","","61.3","","-9999.9","1"
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","","Maximum Daily Value","mm","78.2","","83.1","","76.2","","59.9","","53.8","","49.5","","70.1","","44.2","","53.7","","83.3","","95.0","","89.6","","95.0","","-9999.9","1"
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196819","","198213","","197205","","194610","","196006","","197124","","197212","","197831","","198301","","194525","","197103","","197917","","-9999","","-9999",""
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","","Mean Monthly Value","mm","174.2","","151.1","","139.1","","113.3","","89.2","","66.7","","50.7","","53.1","","85.4","","156.2","","215.7","","191.5","","1486.2","","1486.2",""
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ABBOTSFORD A , BC","71108","01100030","1944-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","","Mean Daily Value","mm","40.8","","33.2","","26.6","","25.7","","17.9","","18.7","","16.7","","17.6","","37.8","","50.1","","48.0","","48.5","","73.9","","-9999.9","1"
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","","Maximum Daily Value","mm","98.3","","66.9","","58.4","","74.8","","37.8","","42.2","","35.8","","54.6","","96.3","","113.7","","86.6","","153.8","","153.8","","-9999.9","1"
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194717","","198311","","198704","","198619","","195122","","195523","","196618","","196720","","196230","","197722","","196325","","198010","","-9999","","-9999",""
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","","Mean Monthly Value","mm","221.8","","160.9","","134.0","","118.5","","75.4","","78.1","","56.1","","62.9","","131.5","","258.8","","261.2","","243.5","","1802.8","","1802.7",""
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","PORT HARDY A , BC","71109","01026270","1944-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","-9999.9","1","-9999.9","1"
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","","Mean Daily Value","mm","36.0","","31.0","","25.9","","23.3","","15.8","","18.5","","16.6","","17.3","","28.9","","41.3","","40.1","","41.1","","64.6","","-9999.9","1"
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","","Maximum Daily Value","mm","105.2","","94.0","","69.6","","56.6","","41.9","","59.2","","55.4","","49.3","","90.2","","102.4","","116.1","","100.3","","116.1","","-9999.9","1"
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194617","","198311","","194323","","193925","","196707","","197614","","196308","","196720","","196230","","197722","","197512","","193008","","-9999","","-9999",""
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","","Mean Monthly Value","mm","187.1","","134.3","","115.7","","93.3","","67.4","","68.8","","54.1","","62.6","","110.7","","220.4","","222.6","","202.8","","1539.7","","1539.8",""
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","ALERT BAY , BC","71110","01020270","1913-1990","15","Number of Years used to Calculate Normal","mm","30","","29","","30","","30","","29","","30","","30","","30","","30","","28","","29","","30","","-9999.9","1","-9999.9","1"
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","","Mean Daily Value","mm","62.2","","43.3","","41.8","","43.0","","34.0","","29.5","","22.0","","23.4","","52.3","","67.8","","55.0","","53.2","","96.6","","-9999.9","1"
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","","Maximum Daily Value","mm","145.8","","82.2","","77.5","","80.8","","69.0","","123.0","","44.6","","46.2","","130.7","","109.4","","129.0","","94.5","","145.8","","-9999.9","1"
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197127","","198518","","196629","","196903","","198624","","198711","","198313","","199129","","198005","","197722","","197512","","197616","","-9999","","-9999",""
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","","Mean Monthly Value","mm","327.3","","242.8","","248.7","","206.5","","154.4","","120.6","","82.6","","100.2","","187.2","","334.0","","356.1","","323.0","","2683.4","","2683.4",""
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","06","Number of Years used to Calculate Normal","mm","25","","25","","25","","25","","25","","25","","25","","25","","25","","25","","25","","26","","-9999.9","1","-9999.9","1"
"CANADA","CAPE SCOTT , BC","71111","01031353","1965-1990","15","Number of Years used to Calculate Normal","mm","25","","25","","25","","25","","25","","25","","25","","25","","25","","25","","25","","26","","-9999.9","1","-9999.9","1"
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","","Mean Daily Value","mm","44.9","","37.6","","29.4","","24.9","","22.3","","24.1","","21.3","","19.4","","32.0","","36.7","","46.5","","43.3","","70.3","","-9999.9","1"
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","","Maximum Daily Value","mm","112.8","","115.8","","85.9","","92.5","","64.6","","63.5","","85.4","","59.2","","79.8","","97.5","","99.6","","92.7","","115.8","","-9999.9","1"
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198403","","195109","","195931","","195928","","198612","","196801","","198311","","190925","","191912","","192225","","190927","","195608","","-9999","","-9999",""
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","","Mean Monthly Value","mm","195.2","","162.2","","145.8","","117.7","","97.4","","82.0","","60.4","","57.5","","100.0","","174.0","","234.6","","213.4","","1640.4","","1640.2",""
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","AGASSIZ CDA , BC","71113","01100120","1889-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","HOPE A , BC","71114","01113540","1934-1990","","Mean Daily Value","mm","53.8","","39.5","","32.6","","28.7","","23.1","","21.3","","19.8","","17.0","","34.1","","43.4","","55.5","","54.5","","86.4","","-9999.9","1"
"CANADA","HOPE A , BC","71114","01113540","1934-1990","","Maximum Daily Value","mm","136.9","","105.7","","85.3","","95.9","","44.3","","49.8","","52.8","","71.3","","66.3","","109.6","","173.1","","142.0","","173.1","","-9999.9","1"
"CANADA","HOPE A , BC","71114","01113540","1934-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197413","","195109","","197205","","198527","","198612","","197404","","198313","","198427","","196923","","199004","","199009","","197502","","-9999","","-9999",""
"CANADA","HOPE A , BC","71114","01113540","1934-1990","","Mean Monthly Value","mm","225.2","","177.4","","150.8","","129.3","","95.6","","76.6","","57.5","","50.5","","104.8","","193.4","","268.8","","239.5","","1769.3","","1769.4",""
"CANADA","HOPE A , BC","71114","01113540","1934-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","HOPE A , BC","71114","01113540","1934-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","","Mean Daily Value","mm","0.8","","0.3","","0.9","","5.0","","13.3","","23.6","","23.3","","21.3","","14.3","","4.7","","1.2","","0.7","","37.8","","-9999.9","1"
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","","Maximum Daily Value","mm","10.4","","2.0","","7.9","","22.6","","44.4","","93.7","","52.8","","43.4","","46.7","","39.9","","5.0","","6.6","","93.7","","-9999.9","1"
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196824","","198116","","195530","","196014","","198417","","196205","","198728","","196905","","195813","","195704","","198806","","198927","","-9999","","-9999",""
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","","Mean Monthly Value","mm","0.9","","0.3","","1.0","","9.9","","36.5","","68.1","","85.1","","68.7","","39.2","","8.6","","1.7","","0.9","","320.9","","320.9",""
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","COLD LAKE A , AB","71120","03081680","1953-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","","Mean Daily Value","mm","1.5","","0.3","","1.2","","5.0","","12.7","","28.3","","30.8","","21.9","","14.0","","4.9","","1.3","","0.5","","43.3","","-9999.9","1"
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","","Maximum Daily Value","mm","10.4","","3.0","","6.6","","17.0","","33.0","","94.7","","78.4","","69.6","","53.3","","23.6","","7.4","","10.2","","94.7","","-9999.9","1"
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196514","","197716","","197210","","197828","","199113","","196527","","199003","","196004","","196904","","198108","","197807","","195708","","-9999","","-9999",""
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","","Mean Monthly Value","mm","1.9","","0.5","","1.6","","8.0","","37.3","","82.2","","94.9","","67.2","","38.0","","9.7","","2.0","","0.9","","344.1","","344.2",""
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","BANFF , AB","71122","03050520","1887-1990","","Mean Daily Value","mm","1.9","","1.2","","1.0","","5.8","","14.1","","16.5","","14.7","","14.8","","12.5","","5.9","","4.0","","1.9","","25.8","","-9999.9","1"
